Company,Job Title,Description
Amazon,"Software Development Engineer, EC2 Nitro Linux","About the job
Job Summary

DESCRIPTION

Linux, bash, C/C++, lua — embedded software systems at cloud scale! Amazon EC2 provides reliable, scalable cloud computing on demand. With our AWS EC2 Nitro System, we break apart traditional hypervisor functions like CPU virtualization, storage, and networking, and offload them to dedicated hardware and software. This enables us to deliver practically all of the resources of a server to customer instances, innovate faster, increase security, deliver new instance types, and reduce customer cost.

The EC2 Nitro Linux team is looking for engineers with systems knowledge and experience in developing kernel features, bringing up Linux on new platforms, and tooling associated with the performance characterization, qualification, software install, and deployment of Linux on embedded cards. Nitro Linux is a secure, embedded environment that is integrated with the Nitro control plane and provides services supporting live updates, logs and metrics collection, core dump collection, and system health monitoring.

This team creates the very core of the cloud, and is directly responsible for radically changing and improving the way that people use computers - come help us make history!

We have a diverse team and drive towards an inclusive culture and work environment. Our team intentional about attracting, developing, and retaining amazing talent from diverse backgrounds. Team members are active in Amazon’s 10+ affinity groups, sometimes known as employee resource groups, which bring employees together across businesses and locations around the world. These range from groups such as the Black Employee Network, Latinos at Amazon, Families at Amazon, Amazon Women and Engineering, Glamazon (our LGBTQ+ community), and more.

You'd join our team located in Sunnyvale, CA. Across from Moffett Federal Airfield, our Sunnyvale office holds research and development subsidiary Amazon Lab126 and teams focused on developing the future for Amazon devices.



Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. Our senior members enjoy one-on-one mentoring and thorough, but kind, code reviews. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.






Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2124568"
Amazon,"Software Development Engineer - Music Search, Music Search","About the job
Job Summary

DESCRIPTION

About Amazon Music

Amazon Music reimagines music listening by enabling customers to unlock millions of songs, podcast episodes, and thousands of curated playlists and stations with their voice. Amazon Music provides unlimited access to new releases and classic hits across iOS and Android mobile devices, PC, Mac, Echo, and Alexa-enabled devices including Fire TV and more. With Amazon Music, Prime members have access to ad-free listening of 2 million songs at no additional cost to their membership. Listeners can also enjoy the premium subscription service, Amazon Music Unlimited, which provides access to more than 75 million songs and the latest new releases. Amazon Music Unlimited customers also now have access to the highest-quality listening experience available, with more than 75 million songs available in High Definition (HD), more than 7 million songs in Ultra HD, and a growing catalog of spatial audio. Customers also have free access to an ad-supported selection of top playlists and stations on Amazon Music. All Amazon Music tiers now offer a wide selection of podcasts at no additional cost, and live streaming in partnership with Twitch. Engaging with music and culture has never been more natural, simple, and fun. For more information, visit amazonmusic.com or download the Amazon Music app.

Come innovate with the Amazon Music Search team!

Do you have a passion for solving complex problems in Search? Do you enjoy creating efficient, responsive Search systems? Do you want to help millions of people quickly find the music they enjoy, even if they don't know what they'd like to listen to in this moment? And then make that work for more than music, as a platform? As a member of the Amazon Music Search team, you will be responsible for leading the effort to extend and improve the ways that customers find and experience music on our voice and visual clients (think Alexa, mobile apps, FireTV, Roku etc).



The Amazon Music Search engineering team's vision is to be the one-stop shop for all (more than music - think Music, Podcasts etc.) search and discovery needs across any of Amazon Music's client experiences. We have created highly available distributed data stores that we use to index a variety of content that is made available for search, and also the core set of APIs that are used to search these stores. We are looking for someone who can help us launch the next generation of our search technology, to enable our customers to find the music they want, faster than ever!






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2066052"
Amazon,"Software Development Engineer II, Amazon Astro","About the job
Job Summary

DESCRIPTION

Excited about robotics, and how it will be used in our every day lives? The Amazon Consumer Robotics group is pushing the boundaries of what’s possible, making the future closer than ever.

Astro is Amazon’s first household robot to use AI and Intelligent Motion to gracefully and intuitively interact with people and spaces. It is a different kind of robot, one that’s designed to help customers with a range of tasks like home monitoring and keeping in touch with family. It brings together new advancements in artificial intelligence, computer vision, sensor technology, voice and edge computing in a package that’s designed to be helpful and convenient.



We are a smart team of doers that work passionately to apply cutting-edge advances in robotics and software to solve real-world challenges that will transform our customers’ experiences in ways we can’t even imagine yet. We are looking for an intrepid problem-solver to dive into an ambiguous problem space and design and deliver innovative software solutions, and to collaborate with cross-functional engineering teams, including Amazon Robotics, to put the concepts you develop into production.

The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high-performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2095456"
Amazon,IT Support Associate II,"About the job
Job Summary

DESCRIPTION

About OpsTech IT

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings deliver tens of thousands of products to hundreds of countries worldwide, every day. OpsTech IT provides nonstop global IT support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or delighting our customers by delivering packages directly to them.



As an IT Support Associate II, you will use your skills to support the operations team in resolving technical problems within an Amazon Operations facility that span across a multitude of technical disciplines. We are committed to improvement; you will be encouraged to participate in career development opportunities as presented to progress your career at Amazon.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching 401(k) program, and up to 20 weeks of paid parental leave. But wait, there’s more: we don’t wear suits and ties! Come as you are because jeans, t-shirts, sneakers and sometimes a neon safety vest will be your daily outfit.

Responsibilities include, but are not limited to




1+ year experience in maintaining laser printers

1+ year experience with Cisco/networking and either Linux and/or Microsoft

High School or equivalent diploma

1+ year of practice in the set up and installation of computer and networking equipment in a professional environment



Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2032009"
Amazon,"Software Development Engineer - Security, Digital Security / Abuse Detection","About the job
Job Summary

DESCRIPTION

The Devices and Services (D&S) Trust & Security team works to ensure that our devices and services are designed and implemented to the high standards required to maintain and enhance customer trust. Security and Privacy are paramount to maintaining trust and we need to continue to build trusted products, maintain and operate trusted environments, and advocate trust to customers and stakeholders. The team develops security automation for devices & services, performs penetration testing, and handles and tracks incident responses to resolution. The Trust team is responsible for enabling business growth and innovation while honoring data policies and controls that help protect customer trust. We are responsible for defining and executing on the security and privacy requirements across the entire organization.



You will be joining the device abuse detection team which is part of the Digital Security organization. You can learn more about Digital Security here: https://www.youtube.com/watch?v=k0UTTxzeGog. The device abuse detection team is a product security oriented team that builds detection and defense mechanisms against device and IOT security threats. We use multiple threat intel sources to prototype and productize threat detection techniques.



As part of the team, you will collaborate with our security engineers to implement software security features such as malicious event detection techniques to protect FireOS (Android based) and other embedded platforms (e.g. Linux, RTOS). Using a defense in depth approach, you will be implementing detection techniques at different levels of our embedded software stack, which is mainly Linux Kernel, OS and the Android Framework to mitigate malicious actions (e.g. malware, escalation of privileges, active zero-day exploit, etc.). To further innovate, the team will be exploring machine learning techniques (i.e. supervised/unsupervised learning, model optimization, etc.) to help identify malicious patterns. The team will also build backend web service to support data analysis. If you enjoy working in a fast-paced environment, have a passion for innovation, and have the highest standards for software development, this position will give you the opportunity to design and build cutting edge software for millions of Amazon devices (e.g. Echo, FireTV, etc.). The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements.



Note: While the majority of our Security/Privacy roles are based in the Bay Area, CA and Seattle, WA areas, by applying to this position your application will be considered for all locations we hire for in the United States, including but not limited to: Seattle, WA; Bellevue, WA; Sunnyvale, CA, Austin TX, Arlington VA, Boston MA.






keyword: DSTS

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2162222"
Amazon,"Amazon Go Lead Retail Associate- Seattle, WA (Reduced Full-Time)","About the job
Description

Pay starts at $21.40 per hour with benefits available

Who are we?

Amazon Go is a new kind of store with no checkout required. We created the world’s most advanced shopping technology so you never have to wait in line. With our Just Walk Out Shopping experience, simply use the Amazon Go app to enter the store, take the products you want, and go! No lines, no checkout. (No, seriously.)

At Amazon Go we offer a curated selection of delicious ready-to-eat breakfast, lunch, dinner, and snack options made by our chefs and favorite local kitchens and bakeries. Our selection of grocery essentials ranges from staples like bread and milk to artisan cheeses and locally made chocolates.



As a Lead Associate, you will be the face of Amazon and contribute to a vibrant store culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You possess strong attention to detail, the ability to quickly prioritize tasks, willingness to learn new things, and a commitment to delighting our customers. You will assist the manager with store operations, maintain a key to the store and have floor leader responsibilities.



Candidates must be at least 18 years of age. Amazon does not sponsor for immigration, including for H-1B, TN, and other non-immigrant visas, for this role.






To learn more about Amazon Go, check us out at amazon.com/go.




- Amazon Retail LLC

Job ID: AOL1174"
Amazon,"Security Engineer, Devices and Service Security - Detection and Prevention","About the job
Job Summary

DESCRIPTION

The Devices and Services (D&S) Security team works to ensure that Amazon’s products and services are designed and implemented to the high standards required to maintain and enhance customer trust. Security and Privacy are paramount to maintaining customer trust. We help build trusted products, maintain and operate trusted environments, and advocate trust to customers and stakeholders. We work closely with Amazon’s Devices and Services teams which design and engineer high-profile consumer electronics, including the best-selling Kindle family of products, Amazon Echo, Fire tablets, Amazon Fire TV, Echo Show, Echo Spot, and more.



Do you dream about doing work that directly impacts customers, teams, and businesses across the globe? Do you enjoy breaking diverse systems spanning low level embedded software, operating systems, applications, peripherals, web clients, web sites, and cloud services? Do you like finding and exploiting vulnerabilities in products? Do you often find yourself automating and scaling detection of vulnerabilities? Do you want to be part of a security vulnerability research team dedicated to detection and mitigation of vulnerabilities prior to launch in order to keep Amazon consumer devices and services safe? If you answered yes to any of the above, then we have a job for you! Amazon’s Devices & Services Security team is looking for a *Security Engineer* to help development teams create and deploy the next generation of devices and software services securely. This is a role for someone who is passionate about creating highly impactful scalable security solutions.

In this role you will be able to invent technologies and mechanisms that scale to meet the broad and diverse security needs of Devices & Services teams within Amazon. You will be part of a dedicated team of talented security engineers performing vulnerability research, analysis and designing automation to identify vulnerabilities. You will be tasked with both identification of new vulnerabilities in Amazon systems along with creation of high quality static and dynamic security testing (SAST & DAST) detection capabilities to discover and prevent issues throughout the SDLC. You will strive to understand systems, software, and services and develop creative ways to find vulnerabilities and design preventive controls. You will get to employ automation to reduce or eliminate manual effort, helping our internal customers raise the security bar. You will work with development teams who need solutions that make it easy to build and operate secure systems. You will work to deeply understand the needs of your customers and relentlessly seek to improve their experience and productivity. You will be taking on a key role in ensuring that Amazon’s products continue to maintain customer trust. You will be asked to find new ways to solve challenging problems every day.

Successful candidates for this position will possess strong verbal and written communication skills, be self-driven and deliver high quality results in a fast paced environment. They need to really enjoy working closely with their peers on solving global scale security problems.

Key job responsibilities



Our team puts a high value on work-life balance. Striking a healthy balance between your personal and professional life is crucial to your happiness and success here, which is why we aren’t focused on how many hours you spend at work or online. Instead, we’re happy to offer a flexible schedule so you can have a more productive and well-balanced life—both in and outside of work. We also offer flexible locations and remote work opportunities.

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship. We care about your career growth and strive to assign projects based on what will help each team member develop into a better-rounded engineer and enable them to take on more complex tasks in the future.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A1924475"
Amazon,Software Development Engineer,"About the job
Job Summary

DESCRIPTION

Amazon Lab 126 specializes in pioneering new home experiences that brings the future one step closer. The most recent invention is Amazon Astro, a home robot that brings the family closer and provides peace of mind. Building a home robot that gracefully moves through an ever-changing environment, such as one’s home, required challenging the state-of-the-art and furthering it, in areas of Perception, SLAM, Mapping, Decision Making and Intelligent Motion to name a few. Packing that technology in an affordable piece of hardware that consistently accomplishes its tasks, is a whole another story!

Ada Lovelace, the first computer programmer, once famously said, “Those who have learned to walk on the threshold of the unknown worlds, by means of what are commonly termed par excellence the exact sciences, may then, with the fair white wings of imagination, hope to soar further into the unexplored amidst which we live”. With the launch of Astro, we are on the threshold of something that will change our lives forever. Join us, as we soar further to imagine and invent new experiences that will one day become the future. It is still Day One! Come join us to invent the future and change the world.

As an Software Engineer specializing in Mapping, you will be expected to:







Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2088092"
Amazon,Software Development Engineer,"About the job
Job Summary

DESCRIPTION

About Amazon Music

Amazon Music reimagines music listening by enabling customers to unlock millions of songs and thousands of curated playlists and stations with their voice. Amazon Music provides unlimited access to new releases and classic hits across iOS and Android mobile devices, PC, Mac, Echo, and Alexa-enabled devices including Fire TV and more. With Amazon Music, Prime members have access to ad-free listening of 2 million songs at no additional cost to their membership. Listeners can also enjoy the premium subscription service, Amazon Music Unlimited, which provides access to more than 75 million songs and the latest new releases. Amazon Music Unlimited customers also now have access to the highest-quality listening experience available, with more than 75 million songs available in High Definition (HD), more than 7 million songs in Ultra HD, and a growing catalog of spatial audio. Customers also have free access to an ad-supported selection of top playlists and stations on Amazon Music. All Amazon Music tiers now offer a wide selection of podcasts at no additional cost, and live streaming in partnership with Twitch. Engaging with music and culture has never been more natural, simple, and fun. For more information, visit amazonmusic.com (http://amazonmusic.com/) or download the Amazon Music app.

The Partner Payment and Reporting Platform for Analytics Delivery (PAPER PAD) team specializes in delivering data, in various forms, to music labels. The Platform team owns an external-facing fullstack application that provides data and services to our customers, music labels. We work in a multi-tier, multi-tenant application powered by AWS.

Come innovate with the Amazon Music PAPER PAD - Platform Team!

#MusicJobs

#MusicLicensing

#MusicPAPER

#MusicPAD

#MusicPADPlatform






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2036885"
Amazon,"Procurement Specialist, Global Procurement Shared Services","About the job
Job Summary

DESCRIPTION

Come and join Amazon’s Procurement Shared Service team in Costa Rica. As a member of the team, you support the NA-LATAM procurement and business teams across the USA, Mexico, Canada and Brazil in delivering operational purchasing tasks and specific project assignments, as well as engage in process improvements.

The Procurement Specialist role will be responsible for leading a team focused on Source to Pay Procurement operations (S2P) in one of the core shared services workstreams of: (1) PO to PR management, including purchase order processing, purchase requisition processing and management, compliance checks to procurement channels and preferred suppliers; (2) Supplier Set up & Maintenance, including supplier onboarding, management of supplier set up request, compliance to supplier onboarding in line with processes and policies (3) Catalogue & UIN management, including catalogue maintenance, creation and update, UIN compliance and quality checks. (4) Tactical sourcing management including end-to-end transactional sourcing cycle, maverick spend management and long tail management as defined by GPO category pillar in line with the category strategies. (5) Global Helpdesk & Purchasing Order Desk (POD), including end to end support for users on purchasing processes, helpdesk tickets management as first line of support for GPO’ teams, end users and suppliers globally.

This role will focus on leading one of the workstreams and report to the Workstream Procurement Manager in Costa Rica. It will be focused in supporting the North American and LATAM businesses.

Key job responsibilities




People management experience, +1 years, with an ability to influence and earn the trust of stakeholders

Strong written and verbal communication skills

Familiarity with procurement tools e.g. Coupa

Fluency in English. Knowledge of any other additional languages will be an asset (e.g. Spanish or Portuguese)

Excellent Microsoft Excel skills, alongside willingness to learn proprietary systems

Experience with metrics and data presentation

Experience in procurement, operations management or shared services environment.




Degree from an accredited university in Supply Chain Management, Finance, Engineering, or Business

Fluency in Spanish

Fluency in Portuguese


- Amzn Support Srvcs Costa Rica

Job ID: A2114516"
Amazon,IT Support Associate II,"About the job
Job Summary

DESCRIPTION

About OpsTech IT

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings deliver tens of thousands of products to hundreds of countries worldwide, every day. OpsTech IT provides nonstop global IT support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or delighting our customers by delivering packages directly to them.



As an IT Support Associate II, you will use your skills to support the operations team in resolving technical problems within an Amazon Operations facility that span across a multitude of technical disciplines. We are committed to improvement; you will be encouraged to participate in career development opportunities as presented to progress your career at Amazon.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching 401(k) program, and up to 20 weeks of paid parental leave. But wait, there’s more: we don’t wear suits and ties! Come as you are because jeans, t-shirts, sneakers and sometimes a neon safety vest will be your daily outfit.

Responsibilities include, but are not limited to




1+ years of experience supporting Windows, Mac and/or Linux Operating systems in a corporate setting

High school or equivalent diploma

1+ year of practice in the set up and installation of computer and networking equipment in a professional environment

1+ year maintaining laser printers

Up to 60% regional travel

Valid state driver’s license






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2155032"
Amazon,"Amazon Go Retail Associate (Flex - Time) Chicago, IL","About the job
Description

Who are we?

Amazon Go is a new kind of store with no checkout required. We created the world’s most advanced shopping technology so you never have to wait in line. With our Just Walk Out Shopping experience, simply use the Amazon Go app to enter the store, take the products you want, and go! No lines, no checkout. (No, seriously.)

At Amazon Go we offer a curated selection of delicious ready-to-eat breakfast, lunch, dinner, and snack options made by our chefs and favorite local kitchens and bakeries. Our selection of grocery essentials ranges from staples like bread and milk to artisan cheeses and locally made chocolates.



As a Retail Associate, you will be the face of Amazon and contribute to a vibrant store culture based on customer obsession, trust, respect, integrity, continuous learning, and fun. You adhere to and maintain regular and punctual attendance, safety and quality standards and follow standard processes while identifying opportunities for improvement. You are flexible while working in an ambiguous environment with strong attention to detail, possess the ability to quickly prioritize tasks, multi-task, have a willingness and enjoy to learn new things, and a commitment to delighting our customers.








To learn more about Amazon Go, check us out at amazon.com/go.




- Amazon Retail LLC

Job ID: AOL2605"
Amazon,Software Development Engineer in Test - Amazon Astro,"About the job
Job Summary

DESCRIPTION

Excited about robotics, and how it will be used in our everyday lives? The Amazon Consumer Robotics group is pushing the boundaries of what’s possible, making the future closer than ever.

Astro is Amazon’s first household robot to use AI and Intelligent Motion to gracefully and intuitively interact with people and spaces. It is a different kind of robot, one that’s designed to help customers with a range of tasks like home monitoring and keeping in touch with family. It brings together new advancements in robotics, artificial intelligence, computer vision, sensor technology, voice and edge computing in a package that’s designed to be helpful and convenient.



We are a smart team works passionately to apply cutting edge advances in robotics, machine learning and so on to solve real-world challenges. This is a unique opportunity to disrupt the industry and introduce a new product category to customers.

As a Software Development Engineer-Test in the Intelligent Autonomy quality team, you will be working in and with cross-functional engineering teams to design, build, and deploy scalable and reliable automation infrastructure and framework for domains like perception, mapping, motion control, which are critical to the success of robotics product. As a technical lead in the team, you will have a significant impact in engineering excellence and technology roadmap of the team.

Key job responsibilities

As a Software Development Engineer-Test, you lead the design, implementation, and delivery of test and release solutions for large-scale, critical, and/or highly complex software. This can take the form of new software or a refactor of existing software. You heavily influence the design and write a significant portion of the code.

You think in terms of architecture and system, not just code. Furthermore, you influence the team's strategy by making insightful contributions to team priorities and approach.

You have strong technical competence and solid software development experience. You design either innovative new solutions, or leverage existing systems to push the boundary of test automation for robotics products.

You will proactively participate in design and code review not only for the team, but across teams. You can provide insightful design considerations and code reviews.

You will actively participate in the hiring process as well as mentor others, to keep the team improving their skills, and deliver velocity.

A day in the life

In this role, you will work closely with software developers, scientists, TPMs, and QA engineers across different teams to design, and deliver innovative test solutions for various Computer Vision/Robotics applications. You will have the unique opportunity to learn popular Computer Vision and Robotics technology altogether. You will also gain practical experience in building extensive, scalable, reliable, cloud-based automation and release infrastructure.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2124489"
Amazon,"Software Development Engineer, Amazon CodeWhisperer","About the job
Job Summary

DESCRIPTION

Amazon CodeWhisperer is a machine learning (ML) – powered service that helps improve developer productivity by generating code recommendations based on their comments in natural language and code in the integrated development environment (IDE).

As an SDE, you will be responsible for designing, developing, testing, and deploying distributed machine learning systems and large-scale solutions for our world-wide customer base. In this, you will collaborate closely with a team of ML scientists to influence our overall strategy and define the team’s road map. You will also drive the system architecture, spearhead best practices that enable a quality product, and help coach and develop junior engineers. A successful candidate will have an established background in engineering large scale software systems, a strong technical ability, great communication skills, and a motivation to achieve results in a fast paced environment.

Inclusive Team Culture

Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We have innovative benefit offerings, and host annual and ongoing learning experiences, including our Conversations on Race and Ethnicity (CORE) and AmazeCon (gender diversity) conferences. Amazon’s culture of inclusion is reinforced within our 14 Leadership Principles, which remind team members to seek diverse perspectives, learn and be curious, and earn trust.

Work/Life Balance

Our team puts a high value on work-life balance. It isn’t about how many hours you spend at home or at work; it’s about the flow you establish that brings energy to both parts of your life. We believe striking the right balance between your personal and professional life is critical to life-long happiness and fulfillment. We offer flexibility in working hours and encourage you to find your own balance between your work and personal lives.

Mentorship & Career Growth

Our team is dedicated to supporting new members. We have a broad mix of experience levels and tenures, and we’re building an environment that celebrates knowledge sharing and mentorship.






Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2118135"
Amazon,IT Support Associate II,"About the job
Job Summary

DESCRIPTION

About OpsTech IT

Operations is at the heart of Amazon’s business. We are known for our speed, accuracy, and exceptional service. Our buildings deliver tens of thousands of products to hundreds of countries worldwide, every day. OpsTech IT provides nonstop global IT support to Amazon Operations as a vital piece to the puzzle. We are looking for self-motivated individuals to take on new challenges and motivate teams in fostering solutions to the hurdles we face. Together, we take ownership for what we do — whether supporting IT infrastructure, developing new technology in-house, launching a new Amazon Operations facility, or delighting our customers by delivering packages directly to them.



As an IT Support Associate II, you will use your skills to support the operations team in resolving technical problems within an Amazon Operations facility that span across a multitude of technical disciplines. We are committed to improvement; you will be encouraged to participate in career development opportunities as presented to progress your career at Amazon.

What Do We Offer?

Amazon offers competitive compensation packages including comprehensive healthcare benefits starting on Day 1, matching 401(k) program, and up to 20 weeks of paid parental leave. But wait, there’s more: we don’t wear suits and ties! Come as you are because jeans, t-shirts, sneakers and sometimes a neon safety vest will be your daily outfit.

Responsibilities include, but are not limited to




1+ years of experience supporting Windows, Mac and/or Linux Operating systems in a corporate setting

High school or equivalent diploma

1+ years of experience in IT help-desk or desk-side environment

Proven ability to communicate with technical and non-technical staff


Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.

Amazon is committed to a diverse and inclusive workplace. Amazon is an equal opportunity employer and does not discriminate on the basis of race, national origin, gender, gender identity, sexual orientation, protected veteran status, disability, age, or other legally protected status. For individuals with disabilities who would like to request an accommodation, please visit https://www.amazon.jobs/en/disability/us.


- Amazon.com Services LLC

Job ID: A2166663"
Amazon,"Amazon 4-star Lead - Alderwood Mall (Full Time) $1,500 Sign-on Bonus","About the job
Description

Pay starts at $21.40 per hour with benefits available

About The Team

Join the Amazon Stores team that launched Amazon Books and Amazon 4-star. Our stores provide a unique, physical extension of Amazon.com through a highly curated assortment of unique in-store shopping experience where customers can discover the next product they’ll love and interact with our knowledgeable and engaging associates. If you want to join a fast-paced, innovative team that is making history and breaking new ground for Amazon, this is the place for you.



We are looking for a Lead Retail Associate who can bring Amazon’s customer obsession to life in a retail environment and make Amazon stores a destination for discovering the best that Amazon.com has to offer, whether that be books, devices, services, or other highly rated products from Amazon.com. You will assist the manager with store operations, maintain a key to the store and have floor leader responsibilities. You will play a vital role in modeling expectations for associates and contribute to a strong culture based on customer obsession, trust, respect, continuous learning, and fun.



Candidates must be at least 18 years of age. Amazon does not sponsor for immigration, including for H-1B, TN, and other non-immigrant visas, for this role.









- Amazon Retail LLC

Job ID: AOL1050"
